TIPO DE PROCESO,CIUDAD,REGION,PRESENTACIÓN DEMANDA,AÑO DEMANDA,RED,TIPO RELACIÓN,PRETENSIÓN,CLASE (posibilidad de pérdida),ESTADO ACTUAL,APODERADO BANCO
Ordinario,bogota,bogotá,2000-12-14,2000.0,Bic,Jubilado,indemnización,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Especial,sogamoso,centro,2004-04-01,2004.0,Banco de colombia,Empleado,fuero sindical,eventual,pendiente,clara lasso de ramírez 
Ordinario,libano,centro,2003-01-01,2003.0,Banco de colombia,Jubilado,otros,otros,favorable,gustavo arbelaez arbelaez 
Ordinario,neiva,centro,2004-09-01,2004.0,Banco de colombia,Jubilado,otros,otros,pendiente,jorge fernando perdomo polanía
Ordinario,ibague,centro,2003-10-01,2003.0,Banco de colombia,Jubilado,jubilacion,otros,pendiente,gustavo arbelaez arbelaez 
Ordinario,barranquilla,caribe,2000-05-29,2000.0,Banco de colombia,Jubilado,jubilacion,otros,pendiente,carlos valega puello
Ordinario,monteria,caribe,2004-10-01,2004.0,Banco de colombia,Jubilado,reintegro,otros,otros,manuel e. pérez díaz
Ordinario,bogota,bogotá,2004-01-01,2004.0,Banco de colombia,Jubilado,jubilacion,otros,favorable,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,medellin,antioquia,2005-07-01,2005.0,Banco de colombia,Jubilado,reintegro,eventual,conciliado,jose antonio escobar lozada
Ordinario,medellin,antioquia,2006-11-15,2006.0,Conavi,Jubilado,indemnización,otros,conciliado,humberto jairo jaramillo v.
Ordinario,medellin,antioquia,2007-02-26,2007.0,Banco de colombia,Jubilado,reintegro,otros,conciliado,humberto jairo jaramillo v.
Ordinario,barranquilla,caribe,2000-05-29,2000.0,Banco de colombia,Jubilado,jubilacion,otros,pendiente,carlos valega puello
Ordinario,pereira,sur,2005-06-01,2005.0,Banco de colombia,Jubilado,jubilacion,eventual,pendiente,humberto jairo jaramillo v.
Ordinario,bogota,bogotá,2000-05-17,2000.0,Bic,Jubilado,indemnización,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2000-12-05,2000.0,Banco de colombia,Jubilado,indemnización,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,arauca,centro,2005-01-01,2005.0,Banco de colombia,Jubilado,indemnización,otros,pendiente,maritma perez huertas
Ordinario,cucuta,centro,2004-01-01,2004.0,Banco de colombia,Jubilado,jubilacion,otros,pendiente,angel maría corzo labrador
Ordinario,libano,centro,2004-01-01,2004.0,Banco de colombia,Jubilado,otros,eventual,favorable,gustavo arbelaez arbelaez 
Ordinario,barranquilla,caribe,2001-10-01,2001.0,Bic,Jubilado,salario,otros,pendiente,carlos valega puello
Ordinario,monteria,caribe,2003-05-16,2003.0,Otros,Otros,otros,otros,pendiente,jaime antonio caballero garcia
Ordinario,santa marta,caribe,2004-03-10,2004.0,Bancolombia,Jubilado,salario,otros,otros,carlos valega puello
Ordinario,pereira,sur,2004-08-11,2004.0,Conavi,Jubilado,indemnización,otros,fallo 2a instancia,jaime arias lopez
Ejecutivo,bogota,bogotá,2006-09-01,2006.0,Banco de colombia,Jubilado,otros,otros,pendiente,josé roberto herrera vergara
Ordinario,medellin,antioquia,2004-01-01,2004.0,Banco de colombia,Jubilado,indemnización,otros,otros,maría elena alzate c.
Ordinario,barranquilla,caribe,2005-09-29,2005.0,Bancolombia,Jubilado,salario,otros,otros,carlos valega puello
Ordinario,sincelejo,caribe,2000-11-17,2000.0,Banco de colombia,Jubilado,indemnización,otros,pendiente,josé roberto herrera vergara
Ordinario,riohacha,caribe,2004-06-01,2004.0,Banco de colombia,Jubilado,indemnización,otros,otros,carlos valega puello
Ordinario,bogota,bogotá,2001-01-01,2001.0,Banco de colombia,Jubilado,jubilacion,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2000-05-12,2000.0,Banco de colombia,Jubilado,indemnización,otros,primera instancia,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2001-01-01,2001.0,Banco de colombia,Empleado,otros,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2003-05-01,2003.0,Banco de colombia,Jubilado,indemnización,otros,fallo 2a instancia,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,riohacha,caribe,2004-01-01,2004.0,Banco de colombia,Jubilado,indemnización,otros,otros,carlos valega puello
Ordinario,cali,sur,2003-07-16,2003.0,Bic,Jubilado,otros,otros,pendiente,luis felipe arana madriñán (josé roberto herrera v.)
Ordinario,medellin,bogotá,2006-03-03,2006.0,Bic,Jubilado,reintegro,otros,resuelto,humberto jairo jaramillo v.
Ordinario,cucuta,centro,2000-08-01,2000.0,Banco de colombia,Empleado,otros,otros,pendiente,angel maría corzo labrador
Ordinario,ibague,centro,2003-01-01,2003.0,Bic,Jubilado,indemnización,otros,segunda instancia,gustavo arbelaez arbelaez 
Ordinario,ocaña,centro,2005-04-20,2005.0,Banco de colombia,Jubilado,jubilacion,otros,pendiente,ruth criado de vera
Ordinario,ocaña,centro,2005-04-20,2005.0,Banco de colombia,Jubilado,jubilacion,otros,segunda instancia,ruth criado de vera
Especial,tunja,centro,2003-01-01,2003.0,Banco de colombia,Empleado,fuero sindical,otros,otros,césar torres serrano
Ordinario,bogota,bogotá,2006-10-01,2006.0,Otros,Jubilado,salario,otros,otros,josé roberto herrera vergara
Ordinario,bogota,bogotá,2007-01-01,2007.0,Banco de colombia,Jubilado,reintegro,otros,conciliado,josé roberto herrera vergara
Ordinario,bogota,bogotá,2005-04-01,2005.0,Banco de colombia,Jubilado,indemnización,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,cucuta,centro,2000-08-01,2000.0,Banco de colombia,Empleado,otros,otros,pendiente,angel maría corzo labrador
Ordinario,cucuta,centro,2000-08-01,2000.0,Banco de colombia,Empleado,otros,otros,pendiente,angel maría corzo labrador
Ordinario,cucuta,centro,2000-08-01,2000.0,Banco de colombia,Empleado,otros,otros,pendiente,angel maría corzo labrador
Ordinario,cucuta,centro,2000-08-01,2000.0,Banco de colombia,Empleado,otros,otros,pendiente,angel maría corzo labrador
Ordinario,cucuta,centro,2000-08-01,2000.0,Banco de colombia,Empleado,otros,otros,otros,angel maría corzo labrador
Ordinario,cucuta,centro,2000-08-01,2000.0,Banco de colombia,Empleado,otros,otros,pendiente,angel maría corzo labrador
Ordinario,cucuta,centro,2000-08-01,2000.0,Banco de colombia,Empleado,otros,otros,pendiente,angel maría corzo labrador
Ordinario,cucuta,centro,2000-08-01,2000.0,Banco de colombia,Empleado,otros,otros,pendiente,angel maría corzo labrador
Ordinario,cucuta,centro,2000-08-01,2000.0,Banco de colombia,Empleado,otros,otros,otros,angel maría corzo labrador
Ordinario,cucuta,centro,2000-08-01,2000.0,Banco de colombia,Empleado,otros,otros,pendiente,angel maría corzo labrador
Ordinario,cucuta,centro,2000-08-01,2000.0,Banco de colombia,Empleado,otros,otros,pendiente,angel maría corzo labrador
Ordinario,cucuta,centro,2000-08-01,2000.0,Banco de colombia,Empleado,otros,otros,otros,angel maría corzo labrador
Ordinario,cucuta,centro,2000-08-01,2000.0,Banco de colombia,Empleado,otros,otros,pendiente,angel maría corzo labrador
Ordinario,medellin,antioquia,2003-07-21,2003.0,Banco de colombia,Empleado,salario,otros,pendiente,maría elena alzate c.
Ordinario,medellin,antioquia,2003-07-21,2003.0,Banco de colombia,Empleado,salario,otros,pendiente,maría elena alzate c.
Ordinario,medellin,antioquia,2003-07-21,2003.0,Banco de colombia,Empleado,salario,otros,pendiente,maría elena alzate c.
Ordinario,medellin,antioquia,2003-07-21,2003.0,Banco de colombia,Empleado,salario,otros,pendiente,maría elena alzate c.
Ordinario,medellin,antioquia,2003-07-21,2003.0,Banco de colombia,Empleado,salario,otros,pendiente,maría elena alzate c.
Ordinario,medellin,antioquia,2003-07-21,2003.0,Banco de colombia,Empleado,salario,otros,pendiente,maría elena alzate c.
Ordinario,medellin,antioquia,2003-07-21,2003.0,Banco de colombia,Empleado,salario,otros,pendiente,maría elena alzate c.
Ordinario,medellin,antioquia,2003-07-21,2003.0,Banco de colombia,Empleado,salario,otros,pendiente,maría elena alzate c.
Ordinario,medellin,antioquia,2003-07-21,2003.0,Banco de colombia,Empleado,salario,otros,pendiente,maría elena alzate c.
Ordinario,medellin,antioquia,2003-07-21,2003.0,Banco de colombia,Empleado,salario,otros,pendiente,maría elena alzate c.
Ordinario,medellin,antioquia,2003-07-21,2003.0,Banco de colombia,Empleado,salario,otros,pendiente,maría elena alzate c.
Ordinario,medellin,antioquia,2003-07-21,2003.0,Banco de colombia,Empleado,salario,otros,pendiente,maría elena alzate c.
Ordinario,medellin,antioquia,2003-07-21,2003.0,Banco de colombia,Empleado,salario,otros,pendiente,maría elena alzate c.
Ordinario,medellin,antioquia,2003-07-21,2003.0,Banco de colombia,Empleado,salario,otros,pendiente,maría elena alzate c.
Ordinario,medellin,antioquia,2003-07-21,2003.0,Banco de colombia,Empleado,salario,otros,pendiente,maría elena alzate c.
Ordinario,medellin,antioquia,2003-07-21,2003.0,Banco de colombia,Empleado,salario,otros,pendiente,maría elena alzate c.
Ordinario,cucuta,centro,2000-08-01,2000.0,Banco de colombia,Jubilado,jubilacion,otros,pendiente,angel maría corzo labrador
Ordinario,medellin,antioquia,2006-02-01,2006.0,Banco de colombia,Jubilado,reintegro,otros,otros,humberto jairo jaramillo v.
Ordinario,bogota,bogotá,2001-01-31,2001.0,Banco de colombia,Jubilado,indemnización,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2001-08-01,2001.0,Banco de colombia,Empleado,salario,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2000-05-17,2000.0,Bic,Jubilado,indemnización,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2001-02-01,2001.0,Banco de colombia,Jubilado,indemnización,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2005-06-27,2005.0,Banco de colombia,Jubilado,indemnización,otros,fallo 2a instancia,josé roberto herrera vergara
Ordinario,neiva,centro,2006-06-01,2006.0,Conavi,Jubilado,indemnización,otros,contestada,jorge fernando perdomo polanía
Ordinario,neiva,centro,2003-03-14,2003.0,Banco de colombia,Jubilado,indemnización,otros,favorable,jorge fernando perdomo polanía
Ordinario,barranquilla,caribe,2002-12-02,2002.0,Banco de colombia,Empleado,salario,otros,pendiente,carlos valega puello
Ordinario,cerete,caribe,2005-10-01,2005.0,Banco de colombia,Jubilado,jubilacion,otros,pendiente,jaime antonio caballero garcia
Especial,monteria,caribe,2004-11-01,2004.0,Banco de colombia,Empleado,fuero sindical,eventual,otros,jaime antonio caballero garcia
Ordinario,lerida,centro,2005-04-01,2005.0,Banco de colombia,Jubilado,jubilacion,otros,pendiente,gustavo arbelaez arbelaez
Ordinario,medellin,antioquia,2003-06-05,2003.0,Conavi,Jubilado,indemnización,otros,otros,manuel osorio urrea
Ordinario,bogota,bogotá,2001-01-01,2001.0,Banco de colombia,Jubilado,jubilacion,otros,primera instancia,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,barranquilla,caribe,2001-01-01,2001.0,Banco de colombia,Jubilado,jubilacion,otros,otros,carlos valega puello
Ordinario,santa marta,caribe,2002-02-18,2002.0,Bic,Jubilado,indemnización,otros,pendiente,carlos valega puello
Ordinario,bogota,bogotá,2002-03-06,2002.0,Bic,Jubilado,indemnización,otros,fallo 2a instancia,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,plato,caribe,2002-11-01,2002.0,Banco de colombia,Jubilado,otros,otros,otros,carlos valega puello
Ordinario,medellin,antioquia,2003-03-05,2003.0,Bic,Jubilado,indemnización,otros,otros,jose antonio escobar lozada
Ordinario,popayan,sur,2001-01-01,2001.0,Banco de colombia,Jubilado,reintegro,otros,otros,luis fernando rojas arango 
Ordinario,medellin,antioquia,2003-04-25,2003.0,Bic,Jubilado,indemnización,otros,fallo 2a instancia,hector uribe vasquez
Ordinario,bogota,bogotá,2002-03-06,2002.0,Banco de colombia,Jubilado,otros,otros,fallo 2a instancia,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,cartagena,caribe,2007-10-29,2007.0,Bancolombia,Empleado,otros,otros,terminado,carlos valega puello
Especial,cerete,caribe,2007-10-16,2007.0,Banco de colombia,Empleado,fuero sindical,otros,otros,manuel e. pérez díaz
Ordinario,bogota,bogotá,2005-06-01,2005.0,Banco de colombia,Jubilado,otros,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,medellin,antioquia,2007-02-28,2007.0,Bic,Jubilado,reintegro,otros,otros,humberto jairo jaramillo v.
Ordinario,medellin,antioquia,2006-04-07,2006.0,Banco de colombia,Jubilado,indemnización,otros,pendiente,jose antonio escobar lozada
Ordinario,plato,caribe,2004-05-27,2004.0,Banco de colombia,Jubilado,jubilacion,otros,otros,carlos valega puello
Ordinario,sahagun,caribe,2003-12-11,2003.0,Bic,Jubilado,indemnización,otros,otros,manuel e. pérez díaz
Ordinario,medellin,antioquia,2005-08-31,2005.0,Bic,Jubilado,indemnización,otros,otros,jose antonio escobar lozada
Ordinario,bogota,bogotá,2002-04-01,2002.0,Banco de colombia,Jubilado,salario,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,cali,sur,2002-05-19,2002.0,Banco de colombia,Jubilado,indemnización,otros,favorable,luis fernando rojas arango 
Ordinario,ibague,centro,2003-01-01,2003.0,Otros,Jubilado,jubilacion,otros,pendiente,gustavo arbelaez arbelaez 
Ordinario,bogota,bogotá,2001-12-01,2001.0,Banco de colombia,Jubilado,indemnización,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,medellin,antioquia,2008-08-15,2008.0,Bic,Empleado,otros,otros,otros,humberto jairo jaramillo v.
Ordinario,medellin,antioquia,2005-11-17,2005.0,Conavi,Jubilado,indemnización,otros,otros,juan felipe molina alvarez
Ordinario,medellin,antioquia,2004-11-22,2004.0,Conavi,Jubilado,indemnización,otros,otros,juan felipe molina alvarez
Ordinario,bogota,bogotá,2008-02-29,2008.0,Banco de colombia,Jubilado,jubilacion,otros,otros,josé roberto herrera vergara
Especial,tunja,centro,2003-01-01,2003.0,Banco de colombia,Empleado,fuero sindical,otros,pendiente,césar torres serrano
Ordinario,cali,sur,2000-09-11,2000.0,Banco de colombia,Jubilado,indemnización,otros,pendiente,luis fernando rojas arango 
Ordinario,bogota,bogotá,2001-08-03,2001.0,Banco de colombia,Jubilado,indemnización,otros,otros,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2004-01-01,2004.0,Banco de colombia,Jubilado,indemnización,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,barranquilla,caribe,2004-11-06,2004.0,Banco de colombia,Jubilado,jubilacion,otros,otros,manuel e. pérez díaz
Ordinario,girardot,centro,2004-01-01,2004.0,Banco de colombia,Jubilado,indemnización,otros,pendiente,clara lasso de ramírez 
Ordinario,bogota,bogotá,2003-02-01,2003.0,Banco de colombia,Jubilado,salario,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2001-11-28,2001.0,Bic,Jubilado,indemnización,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2001-11-29,2001.0,Bic,Jubilado,indemnización,otros,otros,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2002-05-01,2002.0,Banco de colombia,Jubilado,indemnización,otros,fallo 2a instancia,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2003-01-01,2003.0,Banco de colombia,Jubilado,indemnización,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2003-05-01,2003.0,Banco de colombia,Jubilado,indemnización,otros,fallo 2a instancia,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2001-01-01,2001.0,Otros,Jubilado,indemnización,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,ibague,centro,2004-08-01,2004.0,Bic,Jubilado,indemnización,otros,otros,gustavo arbeláez arbeláez 
Ordinario,medellin,antioquia,2003-11-01,2003.0,Bic,Jubilado,jubilacion,otros,pendiente,jose antonio escobar lozada
Ordinario,medellin,antioquia,2006-02-01,2006.0,Bic,Jubilado,otros,otros,otros,humberto jairo jaramillo v.
Ordinario,bogota,bogotá,2008-03-25,2008.0,Banco de colombia,Jubilado,jubilacion,otros,otros,josé roberto herrera vergara
Ordinario,medellin,antioquia,2005-09-01,2005.0,Bic,Jubilado,reintegro,otros,contestada,maría elena alzate c.
Ordinario,bogota,bogotá,2008-02-29,2008.0,Banco de colombia,Jubilado,jubilacion,otros,otros,josé roberto herrera vergara
Unico,monteria,caribe,2004-04-01,2004.0,Banco de colombia,Empleado,otros,otros,pendiente,jaime antonio caballero garcia
Ordinario,bucaramanga,centro,2004-01-01,2004.0,Banco de colombia,Jubilado,jubilacion,otros,pendiente,carlos fernando serrano rangel
Especial,bucaramanga,centro,2005-04-01,2005.0,Banco de colombia,Empleado,fuero sindical,otros,pendiente,carlos fernando serrano rangel
Ordinario,cucuta,centro,2003-06-01,2003.0,Banco de colombia,Jubilado,jubilacion,otros,conciliado,angel maría corzo labrador
Ordinario,libano,centro,2003-01-01,2003.0,Banco de colombia,Jubilado,otros,otros,pendiente,gustavo arbeláez arbeláez 
Ordinario,libano,centro,2003-01-01,2003.0,Banco de colombia,Jubilado,otros,otros,favorable,gustavo arbeláez arbeláez 
Ordinario,libano,centro,2003-04-01,2003.0,Banco de colombia,Jubilado,otros,otros,pendiente,gustavo arbeláez arbeláez 
Ordinario,libano,centro,2003-10-01,2003.0,Banco de colombia,Jubilado,jubilacion,otros,pendiente,gustavo arbeláez arbeláez 
Ordinario,lerida,centro,2004-01-01,2004.0,Banco de colombia,Jubilado,otros,otros,pendiente,gustavo arbeláez arbeláez 
Ordinario,lerida,centro,2004-01-01,2004.0,Banco de colombia,Jubilado,otros,otros,pendiente,gustavo arbeláez arbeláez 
Ordinario,lerida,centro,2004-06-26,2004.0,Banco de colombia,Jubilado,otros,otros,pendiente,gustavo arbeláez arbeláez 
Ordinario,lerida,centro,2004-01-01,2004.0,Banco de colombia,Jubilado,otros,otros,pendiente,gustavo arbeláez arbeláez 
Ordinario,lerida,centro,2004-01-01,2004.0,Banco de colombia,Jubilado,otros,otros,pendiente,gustavo arbeláez arbeláez 
Ordinario,villavicencio,centro,2002-11-30,2002.0,Otros,Otros,otros,otros,otros,winston h. rubio segura
Ordinario,villeta,centro,2002-05-01,2002.0,Bic,Jubilado,reintegro,otros,otros,clara lasso de ramírez 
Ordinario,bucaramanga,centro,2000-01-01,2000.0,Otros,Otros,otros,otros,pendiente,carlos fernando serrano rangel
Ordinario,bogota,bogotá,2004-01-01,2004.0,Banco de colombia,Empleado,otros,otros,segunda instancia,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Especial,pasto,sur,2006-04-15,2006.0,Banco de colombia,Empleado,fuero sindical,otros,pendiente,josé roberto herrera vergara
Ordinario,bucaramanga,centro,2005-11-01,2005.0,Bancolombia,Jubilado,indemnización,otros,pendiente,carlos fernando serrano rangel
Ordinario,bogota,bogotá,2000-03-10,2000.0,Banco de colombia,Jubilado,indemnización,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2000-06-21,2000.0,Banco de colombia,Jubilado,indemnización,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2002-04-30,2002.0,Banco de colombia,Jubilado,otros,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2002-04-30,2002.0,Banco de colombia,Jubilado,otros,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2002-04-30,2002.0,Banco de colombia,Jubilado,otros,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2002-04-30,2002.0,Banco de colombia,Jubilado,otros,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2002-04-30,2002.0,Banco de colombia,Jubilado,otros,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2002-05-01,2002.0,Bic,Jubilado,indemnización,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,cali,sur,2003-05-29,2003.0,Bic,Jubilado,indemnización,otros,pendiente,luis fernando rojas arango 
Ordinario,cali,sur,2000-08-14,2000.0,Bic,Jubilado,indemnización,otros,pendiente,luis fernando rojas arango 
Ordinario,cali,sur,2002-05-01,2002.0,Banco de colombia,Jubilado,indemnización,otros,pendiente,luis fernando rojas arango 
Ordinario,neiva,centro,2007-01-01,2007.0,Banco de colombia,Jubilado,jubilacion,otros,pendiente,jorge fernando perdomo polanía
Ordinario,bogota,sur,2000-06-28,2000.0,Banco de colombia,Jubilado,jubilacion,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2001-04-27,2001.0,Banco de colombia,Jubilado,jubilacion,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2008-01-01,2008.0,Banco de colombia,Jubilado,jubilacion,otros,contestada,josé roberto herrera vergara
Ordinario,pereira,sur,2007-09-05,2007.0,Conavi,Jubilado,indemnización,otros,pendiente,maría clara buitrago arango (josé roberto herrera v.)
Ordinario,medellin,antioquia,2008-02-22,2008.0,Bic,Jubilado,indemnización,otros,otros,humberto jairo jaramillo v.
Ordinario,medellin,antioquia,2008-03-04,2008.0,Bic,Jubilado,indemnización,otros,terminado,humberto jairo jaramillo v.
Ordinario,bogota,bogotá,2001-11-01,2001.0,Banco de colombia,Jubilado,indemnización,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bucaramanga,centro,2001-08-03,2001.0,Banco de colombia,Jubilado,reintegro,otros,pendiente,carlos fernando serrano rangel
Ordinario,medellin,antioquia,2008-11-12,2008.0,Otros,Otros,salario,otros,contestada,juan felipe molina alvarez
Ordinario,monteria,caribe,2005-02-01,2005.0,Bic,Jubilado,indemnización,otros,otros,jaime antonio caballero garcia
Ordinario,medellin,antioquia,2008-12-18,2008.0,Otros,Otros,salario,otros,contestada,juan felipe molina alvarez
Ordinario,medellin,antioquia,2007-02-08,2007.0,Conavi,Jubilado,indemnización,otros,otros,juan felipe molina alvarez
Ordinario,medellin,antioquia,2007-02-12,2007.0,Bancolombia,Jubilado,indemnización,otros,otros,humberto jairo jaramillo v.
Ordinario,bogota,bogotá,2007-01-01,2007.0,Bancolombia,Jubilado,indemnización,otros,pendiente,josé roberto herrera vergara
Ordinario,bogota,bogotá,2000-11-24,2000.0,Banco de colombia,Jubilado,indemnización,otros,otros,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,cali,sur,2002-05-08,2002.0,Conavi,Jubilado,indemnización,otros,otros,luis fernando rojas arango 
Ordinario,bogota,bogotá,2005-06-01,2005.0,Banco de colombia,Jubilado,indemnización,otros,contestada,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2003-10-03,2003.0,Banco de colombia,Jubilado,indemnización,otros,liquidación,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2005-08-01,2005.0,Banco de colombia,Jubilado,otros,otros,contestada,josé roberto herrera vergara
Ordinario,bogota,bogotá,2008-01-01,2008.0,Banco de colombia,Jubilado,jubilacion,otros,pendiente,josé roberto herrera vergara
Ordinario,bogota,bogotá,2008-02-29,2008.0,Banco de colombia,Jubilado,jubilacion,otros,liquidación,josé roberto herrera vergara
Ordinario,bogota,bogotá,2003-01-01,2003.0,Banco de colombia,Jubilado,indemnización,otros,otros,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,armenia,sur,2005-01-01,2005.0,Banco de colombia,Jubilado,salario,otros,pendiente,luis felipe arana madriñán (josé roberto herrera v.)
Ordinario,bogota,bogotá,2004-11-11,2004.0,Conavi,Jubilado,indemnización,otros,otros,julio césar carrillo guarin
Ordinario,bogota,bogotá,2007-01-01,2007.0,Banco de colombia,Jubilado,indemnización,otros,liquidación,josé roberto herrera vergara
Ordinario,cali,sur,2002-05-01,2002.0,Banco de colombia,Jubilado,indemnización,otros,pendiente,luis fernando rojas arango 
Ordinario,armenia,sur,2005-06-01,2005.0,Banco de colombia,Otros,otros,otros,fallo 2a instancia,luis felipe arana madriñán (josé roberto herrera v.)
Ordinario,cali,sur,2004-06-01,2004.0,Banco de colombia,Jubilado,indemnización,otros,pendiente,luis felipe arana madriñán (josé roberto herrera v.)
Ordinario,cali,sur,2002-05-18,2002.0,Bic,Jubilado,indemnización,otros,otros,luis fernando rojas arango 
Ordinario,cali,sur,2006-07-16,2006.0,Bancolombia,Jubilado,salario,otros,otros,luis fernando rojas arango 
Ordinario,palmira,sur,2004-06-01,2004.0,Banco de colombia,Jubilado,indemnización,otros,primera instancia,luis fernando rojas arango 
Ordinario,bogota,bogotá,2008-02-29,2008.0,Banco de colombia,Jubilado,jubilacion,otros,terminado,josé roberto herrera vergara
Ordinario,medellin,antioquia,2009-04-01,2009.0,Bic,Jubilado,indemnización,otros,otros,humberto jairo jaramillo v.
Ordinario,medellin,antioquia,2006-09-06,2006.0,Conavi,Jubilado,indemnización,otros,otros,humberto jairo jaramillo v.
Ordinario,cartagena,caribe,2006-04-19,2006.0,Banco de colombia,Jubilado,otros,otros,favorable,ines espinosa de barbosa
Ordinario,santa marta,caribe,2005-02-01,2005.0,Banco de colombia,Jubilado,jubilacion,otros,otros,carlos valega puello
Ordinario,barranquilla,caribe,2001-04-20,2001.0,Banco de colombia,Jubilado,reintegro,otros,segunda instancia,beatriz vélez vengoechea
Ordinario,fusagasuga,centro,2003-06-01,2003.0,Banco de colombia,Jubilado,jubilacion,otros,pendiente,clara lasso de ramírez 
Ordinario,fusagasuga,bogotá,2004-01-01,2004.0,Banco de colombia,Jubilado,jubilacion,otros,favorable,clara lasso de ramírez 
Ordinario,medellin,antioquia,2006-10-27,2006.0,Conavi,Jubilado,indemnización,otros,otros,jose antonio escobar lozada
Ordinario,bogota,bogotá,2005-06-01,2005.0,Otros,Otros,otros,otros,contestada,josé roberto herrera vergara
Ordinario,medellin,antioquia,2008-01-24,2008.0,Bic,Jubilado,reintegro,otros,terminado,humberto jairo jaramillo v.
Ordinario,cali,sur,2001-07-30,2001.0,Banco de colombia,Jubilado,indemnización,otros,pendiente,luis felipe arana madriñán (josé roberto herrera v.)
Ordinario,bogota,bogotá,2003-12-11,2003.0,Conavi,Jubilado,indemnización,otros,pendiente,julio césar carrillo guarin
Ordinario,medellin,antioquia,2009-04-15,2009.0,Conavi,Jubilado,indemnización,otros,otros,humberto jairo jaramillo v.
Ordinario,cartagena,caribe,2005-05-18,2005.0,Banco de colombia,Jubilado,jubilacion,otros,fallo 2a instancia,ines espinosa de barbosa
